text,sentiment
The courses available in the university have got a scope and the teaching of these courses goes on with the point of view of bringing out the best from the student by indulging them in different activities and projects.,1
content of course is more than enough to get the basics of that particular subject.,1
 my rating in this is 4/5,1
good,1
good,1
good,1
content provided by you is excellent so that we learnt more and more about that particular subject,1
content of course is appropriate ,1
Good,1
good,1
ok,1
good,1
excellent,1
it is good learning these courses,1
Nice,1
good,1
content is sufficient for us ,1
excellent,1
"Content of courses are good, these are very knowledgeable, depth of course is also there but sometimes proper course material is not there.",1
good,1
"I like communication classes,courses are good",1
they are giving good knowledge for us,1
Excellent,1
"Knowledgeable is Good, Depth of course is satisfying, proper course material is also good

",1
its good,1
every thing is good subjects have a very good depth almost all the  books are available   in the library and more than that 4/5,1
good,1
Its nice .,1
"The material provided in this university is depth of course, The courses in this university is knowledgeable
",1
The depth of course is very much  deep. According to me its very essential,1
I like this very much because every subject is linked up with real life situations and every thing in the subject is use full,1
good,1
Pretty Good ,1
Is good,1
good,1
we are getting maximum knowledge ,1
Knowledge is maximum gained  by reading books and also teachers explain the concept in depth.,1
examination pattern is good,1
Good,1
"Exam pattern is up to the mark and the Cgpa depends on the various marks distributions like ca, mte etc which is very nice as compare to other institutions. Paper checking does not depend on length of ques but on the material which is the best part of it.",1
examination pattern is good,1
Yes,1
Good,1
I like the question pattern,1
Good,1
Good,1
"This university is far better than other university when coming to the exam pattern,marks disturbation and while coming to paper checking no biased corrections equal to all. ",1
Great,1
exam pattern is good and good paper checking.,1
Good,1
Excellent ,1
Good,1
Good,1
Good marks distribution Students can easily check there performance throught the semester,1
Descent.,1
Excellect,1
Excellect,1
exam pattern and marks distribution is very well procedure,1
Good,1
It is statisfactory.,1
Good,1
all good,1
Overall all these things are the plus point of the university,1
Notbad,1
It is very gud,1
"Exam pattren is good, marks distribution is also good bt paper cheacking is very tight.",1
Everything is fine. ,1
satisfactory ,1
Good,1
Good,1
Very good,1
Very good,1
Accurate,1
exam pattern is good and good paper checking.,1
Excellent ,1
good,1
good,1
good,1
good,1
good,1
good,1
Excellent ,1
"examination pattern, marks, paper checking is good.",1
examination including exam pattern is good in some ways.MCQs shouls given to students for the preparation of exams.,1
ok,1
fair marking scheme and adaptable pattern,1
all things are good,1
not bad,1
All is good .,1
"I like it , i am satisfied all these work",1
Good,1
excellent ,1
quite good,1
good,1
exam pattern is good and good paper checking but paper checking can be improved,1
"exam pattern is good, very well marks distribution and paper checking varies from faculty to faculty.",1
all excellent,1
good,1
Excellent ,1
good,1
good,1
satisfied,1
Excellent,1
Good,1
good,1
good,1
Excellent,1
Good,1
good.,1
it is good,1
It is a good way in pattern,1
good,1
good,1
Very good,1
all good,1
coming to the examinations it is good,1
exam pattern and marks distribution are good,1
good,1
very good,1
good,1
Examination pattern and marks distribution all the terms are good.Ca and MTE also give the chance to students for improving.,1
GOOD,1
very good,1
GOOD AND STRICT,1
all these are good,1
the best pattern of examination are in lpu .,1
very good,1
Good,1
good,1
The examination system of the university is very impressive.The sitting plan of he students is made in such a way that no 2 students of same class give the exam in same room or even sometimes same blocks.Through this students also get to know and visit different blocks of the university.The checking is also fair .,1
Everything is pretty well organised,1
good ,1
very good 5/5,1
good,1
good,1
every thing is fine.,1
good,1
Probably the best part of university is its examination and its pattern.,1
"I have never seen this type of examination,,,,,,,very GOOD  pattern",1
It is best,1
Good,1
good,1
good,1
ok,1
good,1
excellent,1
good,1
exam pattern is good ,1
excellent!!!,1
good,1
good,1
its better,1
Excellent,1
"Exam pattern Very good, Marks distribution good but sometimes disappointing, paper checking OK

",1
yeah its obviously good,1
exam pattern is completely different the entire exams are objective oriented resumbling  the education in abroad my review is 5/5,1
everything was good.,1
everything is good.,1
"Excellent exam pattern, paper checking in this university is easy

",1
examination pattern was excellent,1
good,1
"Exams are conducted upon the the basis of the revised chapters upto that point, marks distribution is appropriate, paper checking is good

",1
Good ,1
NICE TIMING..,1
EXAMPATTERN IS GOOD AND MARKS DISTRIBUTION IS ALSO GOOD AND PAPER CHECKING IS VERY HARD ,1
all are good ,1
MCQ pattern is quite good and efficient way for evolving students.,1
Good ,1
Lab work is properly covered in the labs by the faculty and evaluations help to learn more practical knowledge in depth. ,1
Good,1
practical work provides detail knowledge of theoretical work,1
Yes,1
Good,1
Everything is going fine in lab . learning new things. That is good for us,1
Good,1
Good,1
Good,1
Good,1
Practical work is fair,1
Good,1
Practical and easy learning,1
